Unit of output:
,,distance=,miles
,,speed=,mph
,,energy=,1000 joule
,,CO2,NOX,CO,HC,PM,PM2.5=,g
 , , , , , ,network, , , , , , , , , , , , , ,sov, , , , , , , , , , , , , ,hov, , , , , , , , , , , , , ,truck, , , , , , , , , , , , , ,intermodal, , , , , , , , , , , , , ,passenger_car, , , , , , , , , , , , , ,passenger_truck, , , , , , , , , , , , , ,light_commercial, , , , , , , , , , , , , ,single_unit_long_truck, , , , , , , , , , , , , ,combination_long_truck, , , , , , , , , , , , , ,OD1, , , , , , , , , , , , , ,OD2, , , , , , , , , , , , , ,link_48_41_ NB freeway, , , , , , , , , , , , , , , , , , , , ,link_39_44_NB freeway, , , , , , , , , , , , , , , , , , , , ,'Path1_Major freeway route, , , , , , , , , , , , , ,for all demand types, , , , , , , , , , , , , ,critical link list, , , , , , , , , , , , , , , , , , , , ,critical OD list, , , , , , , , , , , , , ,
 , , , ,30, ,88666,8.8666e+06,3.627,21.2788,10.2271,0,0,0,0,13210.6,0,0,0,0,88666,8.8666e+06,3.627,21.2788,10.2271,0,0,0,0,13210.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.627,21.2788,10.2271,0,0,0,0,13210.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.627,21.2788,10.2271,0,0,0,0,13210.6,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.627,21.2788,10.2271,0,0,0,0,13210.6,0,0,0,0,
 , , , ,31, ,88666,8.8666e+06,3.63585,21.503,10.1452,0,0,0,0,13323.2,0,0,0,0,88666,8.8666e+06,3.63585,21.503,10.1452,0,0,0,0,13323.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63585,21.503,10.1452,0,0,0,0,13323.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63585,21.503,10.1452,0,0,0,0,13323.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63585,21.503,10.1452,0,0,0,0,13323.2,0,0,0,0,
 , , , ,32, ,88666,8.8666e+06,3.63134,20.7966,10.4767,0,0,0,0,13025.8,0,0,0,0,88666,8.8666e+06,3.63134,20.7966,10.4767,0,0,0,0,13025.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63134,20.7966,10.4767,0,0,0,0,13025.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63134,20.7966,10.4767,0,0,0,0,13025.8,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63134,20.7966,10.4767,0,0,0,0,13025.8,0,0,0,0,
 , , , ,33, ,88666,8.8666e+06,3.62846,20.9405,10.3965,0,0,0,0,13080.9,0,0,0,0,88666,8.8666e+06,3.62846,20.9405,10.3965,0,0,0,0,13080.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.62846,20.9405,10.3965,0,0,0,0,13080.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.62846,20.9405,10.3965,0,0,0,0,13080.9,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.62846,20.9405,10.3965,0,0,0,0,13080.9,0,0,0,0,
 , , , ,34, ,88666,8.8666e+06,3.63598,20.7144,10.5317,0,0,0,0,12988.2,0,0,0,0,88666,8.8666e+06,3.63598,20.7144,10.5317,0,0,0,0,12988.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63598,20.7144,10.5317,0,0,0,0,12988.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63598,20.7144,10.5317,0,0,0,0,12988.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.63598,20.7144,10.5317,0,0,0,0,12988.2,0,0,0,0,
 , , , ,35, ,88666,8.8666e+06,3.64606,20.3585,10.7456,0,0,0,0,12847.5,0,0,0,0,88666,8.8666e+06,3.64606,20.3585,10.7456,0,0,0,0,12847.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64606,20.3585,10.7456,0,0,0,0,12847.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64606,20.3585,10.7456,0,0,0,0,12847.5,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64606,20.3585,10.7456,0,0,0,0,12847.5,0,0,0,0,
 , , , ,36, ,88666,8.8666e+06,3.64588,20.7898,10.5221,0,0,0,0,13026.5,0,0,0,0,88666,8.8666e+06,3.64588,20.7898,10.5221,0,0,0,0,13026.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64588,20.7898,10.5221,0,0,0,0,13026.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64588,20.7898,10.5221,0,0,0,0,13026.5,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64588,20.7898,10.5221,0,0,0,0,13026.5,0,0,0,0,
 , , , ,37, ,88666,8.8666e+06,3.64477,21.0283,10.3996,0,0,0,0,13127.2,0,0,0,0,88666,8.8666e+06,3.64477,21.0283,10.3996,0,0,0,0,13127.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64477,21.0283,10.3996,0,0,0,0,13127.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64477,21.0283,10.3996,0,0,0,0,13127.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64477,21.0283,10.3996,0,0,0,0,13127.2,0,0,0,0,
 , , , ,38, ,88666,8.8666e+06,3.65028,21.1,10.3799,0,0,0,0,13159.6,0,0,0,0,88666,8.8666e+06,3.65028,21.1,10.3799,0,0,0,0,13159.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65028,21.1,10.3799,0,0,0,0,13159.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65028,21.1,10.3799,0,0,0,0,13159.6,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65028,21.1,10.3799,0,0,0,0,13159.6,0,0,0,0,
 , , , ,39, ,88666,8.8666e+06,3.65853,21.3895,10.2626,0,0,0,0,13296.3,0,0,0,0,88666,8.8666e+06,3.65853,21.3895,10.2626,0,0,0,0,13296.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65853,21.3895,10.2626,0,0,0,0,13296.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65853,21.3895,10.2626,0,0,0,0,13296.3,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65853,21.3895,10.2626,0,0,0,0,13296.3,0,0,0,0,
 , , , ,40, ,88666,8.8666e+06,3.65193,21.4507,10.2149,0,0,0,0,13310.5,0,0,0,0,88666,8.8666e+06,3.65193,21.4507,10.2149,0,0,0,0,13310.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65193,21.4507,10.2149,0,0,0,0,13310.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65193,21.4507,10.2149,0,0,0,0,13310.5,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65193,21.4507,10.2149,0,0,0,0,13310.5,0,0,0,0,
 , , , ,41, ,88666,8.8666e+06,3.64727,21.5009,10.178,0,0,0,0,13324.6,0,0,0,0,88666,8.8666e+06,3.64727,21.5009,10.178,0,0,0,0,13324.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64727,21.5009,10.178,0,0,0,0,13324.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64727,21.5009,10.178,0,0,0,0,13324.6,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64727,21.5009,10.178,0,0,0,0,13324.6,0,0,0,0,
 , , , ,42, ,88666,8.8666e+06,3.65595,21.1467,10.3731,0,0,0,0,13178.4,0,0,0,0,88666,8.8666e+06,3.65595,21.1467,10.3731,0,0,0,0,13178.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65595,21.1467,10.3731,0,0,0,0,13178.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65595,21.1467,10.3731,0,0,0,0,13178.4,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65595,21.1467,10.3731,0,0,0,0,13178.4,0,0,0,0,
 , , , ,43, ,88666,8.8666e+06,3.6619,21.3577,10.2873,0,0,0,0,13269.2,0,0,0,0,88666,8.8666e+06,3.6619,21.3577,10.2873,0,0,0,0,13269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6619,21.3577,10.2873,0,0,0,0,13269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6619,21.3577,10.2873,0,0,0,0,13269.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6619,21.3577,10.2873,0,0,0,0,13269.2,0,0,0,0,
 , , , ,44, ,88666,8.8666e+06,3.65776,21.421,10.2454,0,0,0,0,13283.3,0,0,0,0,88666,8.8666e+06,3.65776,21.421,10.2454,0,0,0,0,13283.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65776,21.421,10.2454,0,0,0,0,13283.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65776,21.421,10.2454,0,0,0,0,13283.3,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65776,21.421,10.2454,0,0,0,0,13283.3,0,0,0,0,
 , , , ,45, ,88666,8.8666e+06,3.64738,21.7809,10.0475,0,0,0,0,13423.5,0,0,0,0,88666,8.8666e+06,3.64738,21.7809,10.0475,0,0,0,0,13423.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64738,21.7809,10.0475,0,0,0,0,13423.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64738,21.7809,10.0475,0,0,0,0,13423.5,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64738,21.7809,10.0475,0,0,0,0,13423.5,0,0,0,0,
 , , , ,46, ,88666,8.8666e+06,3.6474,21.8726,10.0054,0,0,0,0,13470.8,0,0,0,0,88666,8.8666e+06,3.6474,21.8726,10.0054,0,0,0,0,13470.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6474,21.8726,10.0054,0,0,0,0,13470.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6474,21.8726,10.0054,0,0,0,0,13470.8,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6474,21.8726,10.0054,0,0,0,0,13470.8,0,0,0,0,
 , , , ,47, ,88666,8.8666e+06,3.64563,21.7442,10.0596,0,0,0,0,13425.3,0,0,0,0,88666,8.8666e+06,3.64563,21.7442,10.0596,0,0,0,0,13425.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64563,21.7442,10.0596,0,0,0,0,13425.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64563,21.7442,10.0596,0,0,0,0,13425.3,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.64563,21.7442,10.0596,0,0,0,0,13425.3,0,0,0,0,
 , , , ,48, ,88666,8.8666e+06,3.65149,21.3398,10.2667,0,0,0,0,13254,0,0,0,0,88666,8.8666e+06,3.65149,21.3398,10.2667,0,0,0,0,13254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65149,21.3398,10.2667,0,0,0,0,13254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65149,21.3398,10.2667,0,0,0,0,13254,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65149,21.3398,10.2667,0,0,0,0,13254,0,0,0,0,
 , , , ,49, ,88666,8.8666e+06,3.65762,21.493,10.2107,0,0,0,0,13327.1,0,0,0,0,88666,8.8666e+06,3.65762,21.493,10.2107,0,0,0,0,13327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65762,21.493,10.2107,0,0,0,0,13327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65762,21.493,10.2107,0,0,0,0,13327.1,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.65762,21.493,10.2107,0,0,0,0,13327.1,0,0,0,0,
